gunaydýýýýn.guzel guneþli sýcak bir gun.çayýmý sigaramý aldým dukkanýmýn bahçesinde oturuyorum.beni seven sevmeyen ler herkeze selam ve mutlu guzel bir gun diliyorum;Pozitif
Okullar kapandý öðrenciler için 3 aylýk tatil süreci baþladý. Bütün öðrencilerimize iyi tatiller diliyoruz;Pozitif
Cahille savaþmayýn çünkü ben hiç yenemedim.;Negatif
Ýstanbul esiyor gibi sanki;Pozitif
Tam trip atma havasýna girersin sonra adam haklý çýkar, hevesin kaçar.;Negatif
Lan polise uzanamýyoruz ki ellerimiz kýrýlsýn öyle uzaktan gaz geliyor kaçýyoruz.@bak_ne_diyecem;Negatif
RT @mminecatal: Duyguyu çok seviyorum bee;Pozitif
Geçtiðimiz günlerde yaþadýðým zorluklara raðmen yýlmadým ve þu an çok mutluyum;Pozitif
Mutlu, mutlusun, MUTLUYUZZZZZ;Pozitif
Yüreðimi burktun sen, bu yüzden gelme ?;Negatif
Yaþasýnnnnn bayram ????????;Pozitif
Kýsa taytla bakkala gittim sanki bikiniyle gittim ... Küfür ettim??;Negatif
RT @ANKARAFEN06: Pursaklar Sirkeli Mah. Adnan Menderes Caddesinde asfalt bakým çalýþmamýz devam ediyor @06melihgokcek @asimbalci https://t.…;Pozitif
Hayat bir sevdadýr onu yaþa.;Pozitif
tüm dostkarýmýn ramazan bayramý kutlu olsun;Pozitif
seni baþkasýnda bulmak artýk korkutmuyor beni. tarafýmdan odenmiþtir bu sevdanýn bedeli suay;Pozitif
Bence size gerek yok böle iyisiniz @tv360comtr  @ozguraras;Pozitif
nur içinde yat usta http://t.co/E87qPc76sU;Negatif
Bazen insanlara karþý, þuan seni hiç dinlemiycem çünkü neden dinliyim gibi ani çýkýþlarým oluyo;Negatif
"Haset bakýþlý olanlarada 'MERHABA' derim :) Onlarda insan sonuçta ;)";Pozitif
Kýsacýk tatilimiz baþladý:);Pozitif
bizim gerçek düþmanýmýz pkk deðilmi bunlar deðilmi türkbayraðýný indirmeye çalýþan biz kime karþý savaþýyoz anlayamadým;Negatif
“Özlemek!” Ne zor, ne karmaþýk bir kelime… Ama özlemek, her þeyi yeniden baþlatmak için, yeterli olmuyor. Gözlerim dolusu kaybettiðim umutlarým vardý benim.;Negatif
Ýyi ki doðdun #Fenomeno #ronaldo #brasil #futbol 2.çalýmý atarken ne hissettin?????? @ronaldo https://t.co/Zid3bOkm2s;Pozitif
@sinirbudala ben daha çok özledim;Pozitif
Körler ülkesinde tek gözü olan adam kral olur.;Negatif
Eyvallah ben de:);Pozitif
Yerim seni ergunummmm https://t.co/SNbl8vSZhh;Pozitif
Hayýrlý günler, hayýrlý kazançlar;Pozitif
Çoðu erkekten daha delikanlý kýz arkadaþlarým var. Ýyi ki varlar.;Pozitif
GENCECÝK BÝR ÝNSAN, ETHEM SARISÜLÜK’ÜN BEYÝN ÖLÜMÜ GERÇEKLEÞTÝ. TEBRÝKLER TÜRK POLÝSÝ KÝRLÝ ÜLKELER LÝSTESÝNDEKÝ AYIPLI ÖNCÜLÜÐÜNÜZÜ BÝR KEZ DAHA KANITLADINIZ…;Negatif
RT @sensusezik: Kýz resmen kýyametin küçük alametlerinden hala melek pozlarý veriyor gerizekalýýððð;Negatif
Özcan yeniçeri fena konuþuyor cnn'de ????;Pozitif
Tubitak !!! Yalancýnýn anasý ölsün mü len ? :D;Pozitif
BENÝM ACIYA VERECEK BÝR ÞEYÝM KALMADI.. MUTLULUKTAN ALACAÐIM VAR.. !(K);Negatif
Evet ödememizi de yaptýðýmýza göre, tatil tarihini bekleyecez??;Pozitif
Orkun ýþýtmak teknossa'nýn bilgisayar reklamýnda oynamýþ. Az önce gördüm. Çok güzel olmuþ yaaa???? @merhababenorkun;Pozitif
Hayat fani Ölüm ani..;Negatif
Gelsen, atlasam boynuna sýmsýký sarýlsamm olur mu ??;Pozitif
Sen hayirdir hayat :|;Negatif
Keyiflerde;Pozitif
Doðum günümü kutlayan tüm Arkadaþlara teþekkür ederim;Pozitif
Bekir Coþkun : Mahkeme… - Sözcü Gazetesi  http://t.co/I7c156G2ok @gazetesozcu aracýlýðýyla;Negatif
Yaðmur öncesi gibi.;Negatif
Bugün Kurban Bayramý, kurbanlar kesilecek sevap niyetiyle etler daðýtýlacak herkese. Yürekler bir olacak gönüllere kilitlenecek. Gökler rahmet bereketiyle yaðmurlar boþaltacak yeryüzüne. Bugün hepimizin yüreði þenlenip bayram sevinciyle coþacak. Hepimizin Kurban Bayramý kutlu olsun.;Pozitif
Yehuuuuuuiu bu gece bizim gecemizzzzzz????????????????hazirmisinizzzzzz? #oyunageldik hemdeeeee @idotatlises… https://t.co/LMhUat9yUc;Pozitif
Sevgili dostlarým Kurban Bayramýnýzý kutlar nice bayramlar dilerim...;Pozitif
Ýllaki içimdeki masum,iyi niyetli insan imajýmý çýkarttýrýp cadý,çirkef bir insana dönüþtürüncemi adam olucaksýnýz..!;Negatif
Sen , seni sevmeyenlere layýksýn;Negatif
Televizyonlarýn büyük ayýbý http://t.co/PHor1QPmHZ;Negatif
Hadi beni seyredenler foto gondersinnnmnn #oyunageldik ???????? merak ettim napiosunuz???????? https://t.co/rKT6AfRhvc;Pozitif
Kardeþlik neydi? Kardeþlik güvendi, omuz omuza vermekti ve birlikte yaþayabilmekti. Bu kirli savaþa Dur diyebilmekti kardeþlik...;Pozitif
Asq Harfli = Gizem <3;Pozitif
Hýzlý ve öfkeli 8 efso olacak gibiii;Pozitif
Bizim maviþten facebookluk pozlar....;Pozitif
"BENÝM GÜZEL VATANIM KAN KIRMIZI BAYRAÐI????
#þehitlerölmez #þehitlerölmezvatanbölünmez #vatansaðolsun… https://t.co/I4yXqgSh61";Pozitif
Erzurumda gerek yobazlýk ahlaksýzlýk diz akpli valiyi nasýl kaymak tabaka karþýlamada kuyruk sýnýrsýz Hani ahlaklý Erzurumlular neresi ahlak;Negatif
Bakýn da biraz benden örnek alýn.!;Pozitif
RT @elfakar_94: çamur at izi kalsýn nasýl bir oyun yaa böyle mi intikam alýnýr. RK abarttý yani #BüyükOyun;Negatif
Bu en mutlu günümüzde bizleri hastanede ziyaret ederek, telefonla arayarak , sosyal Medya'dan ARDA BURAK oðlumuzun dünya geldiði günden itibaren bu mutluluðumuzu paylaþan tüm DOSTLARIMIZA eþim Sultan Usul KUL ve þahsým adýma en içten duygularýma teþekkür ederiz.;Pozitif
"necati özgür,
doðrularý söylemeyi suç olarak görürler.hapis ederler ama .. doðrularýmýz doðrudur.suçlu sizsiniz çünkü hep yanlýþlardasýnýz";Negatif
"Manzara benzersiz ;)";Pozitif
Halkýný koruyamayan devlet, devlet olur mu? Yazýk deðil mi bu insanlara, yazýk deðil mi bu ülkeye.;Negatif
Ailecek bayramlaþma??;Pozitif
Çekme beni demek çek beni demek çok doðru dedin :) @ozguraras @tv360comtr;Pozitif
ahahahahahahahahhaha kim yaptý lan bunu???????? http://t.co/om85NVa2o8;Pozitif
Özgürlükler ülkesi,demokrasinin en iyi iþlediði ülke,çok huzurlu kafamýz çok rahat herþey için size minnattarýz!!  #KatilAramýzda @Akparti;Negatif
Ay cok sevindim https://t.co/eOQZ1mWAQF;Pozitif
#BJK #Beþiktaþým #siyah #beyaz #oley #saldýrbeþiktaþým #oley #BaþarýlarBeþiktaþým http://t.co/bT3QvAH8ZF;Pozitif
Þeker tadýnda bir bayram geçirmeniz dileðmle iyi bayramlar...;Pozitif
Planlý ve düzenli çalýþma ile birlikte insanýn baþaramayacaðý þey yoktur.;Pozitif
Safranbolu'dan birþey isteyenler son yarým saat??;Pozitif
Ben istiyor soðuk hava ben istiyor buzlu limonata ben istiyor klima ;Pozitif
"Devlet istediði herhangi bir yerde herhangi bir sebeple sokaða çýkma yasaðý ilan edip,katliam yapabilir
#Bismil'de #BeratGüzel(9)katledildi.";Negatif
Pes ediyorum aq;Negatif
hiçbir þey deðilde pkk yý bile bukadar dýþlamadýn diyarbakýrda gövde gösterisi yaptýlar o.ç. aponun posterlerini astýlar sesin bile çýkmadý;Negatif
#berkinelvan;Negatif
yaz bitti 1 ay sonra soguktan burnumuz akmaya baslar sýcaktan þikayeti olanlar memnun mu. #keskeyazhicbitmese;Negatif
Bir sürprizde iþyeri arkadaþlarýmdan hepinize cok teþekkür ederim...iyiki varsiniz;Pozitif
"Yüreðimin sesi ""Sessiz Bekleyiþ""im oldu. <3";Pozitif
Tesekkurler?? https://t.co/KqQxheUVCT;Pozitif
RT @AmasyaOBM: Tensil Sahalarýnda Gençlik Bakým Çalýþmalarý Devam ediyorhttps://t.co/8nFL89e7vR https://t.co/u3oBGyq2UT;Pozitif
"Yüzünüzü Yýkamaya Gitmeniz Sadece 10 Saniye Sürerken; Yataða Baðlý Yaþayanlar Var Tüm Manzarasý Tavan Olan. . . Senin Söverek Bindiðin Otobüse Uzaktan Bakýp Ýç Geçiren Tekerlikli Sandalyedeki O Adamlar Var... 10 Saat Uyuyup Ýþyerinde Hala Esnerken Sen ,Geceyi Çocuðunun Baþýnda Hiç Uyumadan Bekleyip Ýlaç Parasý Ýçin Ýþe Giden Baba'lar Anne'ler Var. . . Sen Annenin Önüne Koyduðu Yemeðe Burun Kývýrýrken, Kimi Anneler Var; Pazar Daðýldýðýnda Çürük Domatesleri Toplayan. . . Her Nefsin Tadacaðý Bir Ölüm Var ; Þükret Haline Ki Sen Bugün Uyanýrken, Nefesini Yastýðýnda Býrakan Var Kurbaným. . .";Negatif
#AliÝsmailKorkmaz sen ne güzel bir insansýn. https://t.co/EMitwoEssj;Pozitif
Kadir Gecesi dileklerimizi, isteklerimizi Allaha arz etmek için de deðerli bir fýrsattýr. Kadir Gecesi, Allahýn rahmet ve baðýþlanmasýnýn saðanak halinde yeryüzüne indiði, dileyen her müminin armaðanlara garkettiði bir gecedir. Hepimize hayýrlý olsun..;Pozitif
Hayýrlý cumalar;Pozitif
Gelen varmý,yarýn Bulgaristana uçuyorum !;Pozitif
"81 illi ülkenin 40'ýnda elektrik yok.Enerji bakaný ""Seçimi kazandýk"" konuþmasý yapýyor.Hýrsýzlar iþ baþýnda !";Negatif
RT @ahalbo: Egolar tavanÖnümden çekil hayvan;Negatif
RT @hepsenvarsin_: Kendine bile anlatamazken kime neyi ne kadar anlatabilirsin?;Negatif
sana neoluyo lan apo piçi sen kimsinki gezi parkýný destekliyon piç siktirgit lan al piçlerinide hadi hadi hadi;Negatif
hayýrlý cumalar;Pozitif
RT @nightwithblue: Ya çok tatlý???? https://t.co/ALU4C4EGEi;Pozitif
ÝL VE ÝLÇELERDE BELEDÝYE SEÇÝMLERÝNÝ KAYBETMELERÝ 2 KOCA KAFA YÜZÜNDENDÝR SÝZLERDEN BÝR LAHANA OLMAZ BU BAÞKANLIKLARI BIRAKIN TATÝLE ÇIKIN 2 SÝDE HALA RANT PEÞÝNDELER YAZIKLAR OLSUN SÝZLERE BU KADAR HALKIN OYLARNI ÇÖPE ATTINIZ AYAKKABI KUTULARINDA BOÐULUN SÝZLER ABDURRAHMAN ÇELEBÝ BÝLE OLAMAZSINIZ.....;Negatif
#BugünGünlerdenGeziParki;Pozitif
Arkamdan kuyu kazmaya çalýþsan salak ben geri geri mi yürüyorum;Negatif
Pisman miyim asla..guzellestim yasla...;Pozitif
Hadi bir sor bana,sor nasil gidiyor...kimseyi bilmem ama bana zor geliyor....;Negatif
müslüman aleminin miraç kandilini kutlar hayýrlara vesile olmasýný cenabý allah tan niyaz eylerim somadaki maden kazasýnda hayatlarýný kaybeden kardeþlerime Allah tan rahmet ailesine sabýrlar dilerim;Pozitif
BAYRAMINIZI KUTLAR HUZURLU MUTLU GÜNLER DÝLERÝM;Pozitif
Dogum oncesi ve sonrasi doktorumuzla alpnuhoglu ???????? diger doktorumuz yeni dogumda???????? melihgunduz?????????? https://t.co/Kn5w49DLAG;Pozitif
AMELÝYAT OLMUÞTUR...meslektaþým arkadaþým salih ulvi ATALAY bugün bel fýtýk ameliyatý oldu ALLAH saðlýk þifalar versin... amin;Negatif
la gardaþ hayýrdýr la???? (@ Dikmen in Ankara, Türkiye) https://t.co/ee7GlLbCio;Pozitif
Bu ülkenin Atatürke ihtiyacý var sadece Atatürk'e;Pozitif
Böyle yanlýzlýk mý olur;Negatif
Bu bayraðý tanýmayan,askere,polise ateþ eden herkesin ölmesi gerekir doðrusu bu bu vatan kolay kazanýlmadý!!!  #DersimAteþAltýnda;Negatif
"""Bomben zerstören Hoffnung auf friedlichen Wahlkampf"" - tagesanzeiger.ch http://t.co/sopmxPksgx";Negatif
La Suisse - Le Conseil fédéral veut améliorer la protection des victimes de violence domestique. https://t.co/vao0HBU9nP;Negatif
#SokaðaÇýkmakYOKgülümse diyorsunuzda haftasonu Ýzmir'de 1 milyon kiþinin katýlacaðý CHP mitingi var.Polis mutlaka kitleyi kýþkýrtacaktýr;Negatif
RT @packsaddleman: Uyuþturucuya ihtiyacým yok kendi hayatýmý kendim mahvediyorum delikanlý gibi;Negatif
".@sinematvcomtr'ye göre, ülkedeki karýþýklýklardan hep dýþ ""mihraP""lar sorumlu :) http://t.co/EmBSRe0MYH";Negatif
Bi de böyle bi tatlýlýk var iþte ?? https://t.co/L8cdk7Uw8Q;Pozitif
Hiç ölmeyecekmiþ gibi kalp kýrýyorsunuz. hayvan gibi þiii yapýyonuz ya;Negatif
birgün herþey geçip gidecek.;Pozitif
Game of Thrones izlediðime göre artýk sosyal medyaya giriþ yapabilirim.;Pozitif
RT @kayipkopek: #Ankara #Yenimahalle 3,5 yaþýnda Diþi Golden GÜLSÜN Kayýp! Ýletiþim: 05388120726 @etg https://t.co/tWbkJJ1vQP https://t.co/…;Negatif
Mini cooper hayraný erkek çocukta doðurur hatta stiletto giyip zorlu centerda alýþveriþte yapar;Pozitif
MÝT ne için vardýr, ne iþ yapar? Bu olanlarý önlemek deðil mi iþi? Mitin baþýndaki kiþi kimdir? Yazýklar olsun.;Negatif
Bayan eleþtirici:Cimbomdan güzel olduðu kesin diyerek gündeme son noktayý koydu ??;Pozitif
Kime sorsam senin yerin ayri neresi amk benim yerim...soleyin bende biliyim... ??;Negatif
kendine iyi bak,seni çok özlüyorum. https://t.co/5lGsk4HiYE;Pozitif
Saldýrýyý yapanlarý nefretle kýnýyorum. Elleri kýrýlsýn.;Negatif
Sabýr...Sabýr...Ya Sabýr!;Negatif
vallahi bu adam millet sokaða dökülsün , yaksýn yýksýn, birbirini öldürsün içsavaþ çýksýn istiyor..Bunun baþka açýklamasý olamaz..;Negatif
Günaydýn,güneþli Antalya !;Pozitif
"FIFA Etik Kurulu, TFF Etik Kurulu kadar zeki deðil. ""Sahaya yansýma"", ""kulüp yönetim kurulu kararý aranmasý"" gibi bir zevzeklik yaratamamýþ.";Negatif
Tam sakinleþtim derken dengesizin birisi yine gelip alt üst ediyor;Negatif
Amk oðluna bak ya hala gerilla diyo;Negatif
Demekki ben kýþ insanýyým...Bu sýcaklarda bir gýcýk oluyorum ??????;Negatif
Canim nurellam nuryerlitas suriz yapip programi basti????????bu gece #oyunageldik tv8'de????????kahkaha… https://t.co/SjXL67ysXr;Pozitif
CUMANIZ HAYIRLI OLSUN ALLAH BAÞTA 'O'NA VE DALKAVUKLARINA VÝCDAN NASÝP ETSÝN;Pozitif
En çok muzoþumu özlicem;Negatif
Harika bir yýldý! Bunun parçasý olduðun için teþekkürler.;Pozitif
Bu okul benim uyku düzenimin katili;Negatif
Hadi aslanlar bu maç sizin :);Pozitif
En nazik meselem Sen ol Allahým!.. Sadece Sen’i hakkýyla sevmenin derdiyle doldur beni!..;Pozitif
Bir tepsi baklava çalarsanýz 7 yýl hapis, banka soymaya Avrupa'da tatil, seri katilliðine hayran kitleniz olur. Sakýn baklava çalmayýn!;Negatif
Aþkýn 2 yüzü?? https://t.co/QC4PCsBXQN;Negatif
Ve Aras ýmýzýn doðuþuyla bir anne daha doðar saðlýkla Büyü küçük bebiþ Nurþah Dinçel Kalaycý Mesut Kalaycý tebrikler ??;Pozitif
Hayatý gözyaþlarýnla ödüllendireceðine, gülüþünle cezalandýr.;Pozitif
bu sene de bizans oyununa geldik!;Negatif
hayat beni neden yoruyosunnn ????????;Negatif
#CumhurbaþkanýAdayýKimOlsun Ben olayým,Süper hayret ederim, hýzlý imza çakarým,emme basma tulumba gibi kafa sallarým,etliye sütlüye karýþmam;Pozitif
Kahkahaya uyandým. Haber buymuþ?? Çok yaþa @Sabah ya sayende yalan habere doyduk. Yalnýz bi bitiremediniz bizi! http://t.co/LRMFX5OezH;Negatif
Hayýrlý ramazanlar https://t.co/vBHju5cEWi;Pozitif
Doðum günümü kutlayan, acýlý günümde taziyelerini bildiren bizzat yanýma gelip acýmýzý paylaþan tüm sevdiklerime teþekkür ediyorum.Hepinizi çok seviyorum...;Pozitif
RT @petlebi: #Ýzmir #Köpek Ýzmir!!!! Sokaða Terkedilen Oðlumuz #YuvaArýyor https://t.co/gU18D021tn https://t.co/FYZ1pCZym6;Negatif
